ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Lineage_0,Lineage_1,Lineage_2,Lineage_3,Lineage_4,Lineage_5,Isolate,WALS_Area,Autotyp,Country,Ancient,Papuan,Altitude,Eastness,Ethnologue_Ethnic_Population,Adjusted_Population,Social_Region
153,Bandjalang,Australia,-28.75,153.0,midd1357,bdy,Pama-Nyungan,Central-East,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,173.0,10,199,Aust_NG_Mel
154,Bilinara,Australia,-16.0,131.667,ngar1235,nbj,Pama-Nyungan,Ngumbin-Yapa,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,173.0,151.667,170,170,Aust_NG_Mel
155,Biri,Australia,-20.5,146.5,biri1256,bzr,Pama-Nyungan,GreaterMari,,,,,false,Australia-New Guinea,Australia,AU,false,false,268.0,166.5,0,199,Aust_NG_Mel
156,Bularnu,Australia,-21.0,138.0,yind1248,yil,Pama-Nyungan,Ngarna,,,,,false,Australia-New Guinea,Australia,AU,false,false,195.0,158.0,0,199,Aust_NG_Mel
157,Tharrkari,Australia,-23.5,115.0,dhar1247,dhr,Pama-Nyungan,Pilbara,,,,,false,Australia-New Guinea,Australia,AU,false,false,236.0,135.0,6,199,Aust_NG_Mel
158,Dharumbal,Australia,-22.75,150.5,baya1257,bjy,Pama-Nyungan,Rockhampton,,,,,false,Australia-New Guinea,Australia,AU,false,false,141.0,170.5,0,199,Aust_NG_Mel
159,Diyari,Australia,-28.0,139.0,dier1241,dif,Pama-Nyungan,Karnic,,,,,false,Australia-New Guinea,Australia,AU,false,false,49.0,159.0,0,199,Aust_NG_Mel
160,Djabugay,Australia,-16.75,145.583,dyaa1242,dyy,Pama-Nyungan,Yidinic,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,462.0,165.583,3,199,Aust_NG_Mel
161,Djambarrpuyngu,Australia,-12.0,135.5,djam1256,djr,Pama-Nyungan,Yolngu,South,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,155.5,450,450,Aust_NG_Mel
162,Djapu,Australia,-12.667,136.0,dhuw1249,duj,Pama-Nyungan,Yolngu,South,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,45.0,156.0,3650,3650,Aust_NG_Mel
163,Djaru,Australia,-18.75,128.0,jaru1254,ddj,Pama-Nyungan,Ngumbin-Yapa,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,371.0,148.0,340,340,Aust_NG_Mel
164,Djinang,Australia,-12.5,134.833,djin1253,dji,Pama-Nyungan,Yolngu,West,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,154.833,120,199,Aust_NG_Mel
165,Dyirbal,Australia,-17.583,145.5,dyir1250,dbl,Pama-Nyungan,Dyirbalic,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,773.0,165.5,40,199,Aust_NG_Mel
166,Bandjalang-Gidabal,Australia,-28.25,152.417,midd1357,bdy,Pama-Nyungan,Central-East,,,,,false,Australia-New Guinea,Australia,AU,false,false,558.0,172.417,10,199,Aust_NG_Mel
167,Gugada,Australia,-30.0,134.0,koka1244,ktd,Pama-Nyungan,Western Desert,,,,,false,Australia-New Guinea,Australia,AU,false,false,188.0,154.0,3,199,Aust_NG_Mel
168,Gumbaynggir,Australia,-30.167,152.5,kumb1268,kgs,Pama-Nyungan,Central-East,,,,,false,Australia-New Guinea,Australia,AU,false,false,797.0,172.5,10,199,Aust_NG_Mel
169,Gureng Gureng,Australia,-25.25,151.0,gure1255,gnr,Pama-Nyungan,Central-East,,,,,false,Australia-New Guinea,Australia,AU,false,false,280.0,171.0,0,199,Aust_NG_Mel
170,Guugu Yimidhirr,Australia,-15.0,144.833,gugu1255,kky,Pama-Nyungan,Southeast Cape York,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,187.0,164.833,740,740,Aust_NG_Mel
171,Kalkatungu,Australia,-21.0,139.5,kalk1246,ktg,Pama-Nyungan,Kalkatungu,,,,,false,Australia-New Guinea,Australia,AU,false,false,435.0,159.5,0,199,Aust_NG_Mel
172,Karajarri,Australia,-18.5,122.5,kara1476,gbd,Pama-Nyungan,Marngu,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,106.0,142.5,12,199,Aust_NG_Mel
173,Kuku Nganhcara,Australia,-14.42,142.0,wikn1246,wua,Pama-Nyungan,West Cape York,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.0,50,199,Aust_NG_Mel
174,Kuku Yalanji,Australia,-16.0,145.0,kuku1273,gvn,Pama-Nyungan,KukuYalanji,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,747.0,165.0,240,240,Aust_NG_Mel
175,Kuuku-Ya'u,Australia,-12.583,143.083,kuuk1238,kuy,Pama-Nyungan,North Cape York,Northern Paman,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,163.083,21,199,Aust_NG_Mel
176,Madimadi,Australia,-34.5,143.5,,xxx,Pama-Nyungan,Kulin,,,,,false,Australia-New Guinea,Australia,AU,false,false,64.0,163.5,0,199,Aust_NG_Mel
177,Margany,Australia,-26.5,145.0,marg1253,zmc,Pama-Nyungan,GreaterMari,,,,,false,Australia-New Guinea,Australia,AU,false,false,191.0,165.0,0,199,Aust_NG_Mel
178,Martuthunira,Australia,-20.833,116.5,mart1255,vma,Pama-Nyungan,Pilbara,,,,,false,Australia-New Guinea,Australia,AU,false,false,9.0,136.5,5,199,Aust_NG_Mel
179,Muruwari,Australia,-29.0,146.75,muru1266,zmu,Pama-Nyungan,Central New South Wales,,,,,false,Australia-New Guinea,Australia,AU,false,false,139.0,166.75,0,199,Aust_NG_Mel
180,Ngaanyatjarra,Australia,-26.0,126.5,ngaa1240,ntj,Pama-Nyungan,Western Desert,,,,,false,Australia-New Guinea,Australia,AU,false,false,477.0,146.5,990,990,Aust_NG_Mel
181,Ngadjunmaya,Australia,-32.0,123.5,ngad1258,nju,Pama-Nyungan,Western bight,,,,,false,Australia-New Guinea,Australia,AU,false,false,162.0,143.5,10,199,Aust_NG_Mel
182,Ngawun,Australia,-19.5,141.5,ngaw1240,nxn,Pama-Nyungan,Mayi,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,62.0,161.5,0,199,Aust_NG_Mel
183,Ngiyambaa,Australia,-31.75,145.5,wang1291,wyb,Pama-Nyungan,Central New South Wales,,,,,false,Australia-New Guinea,Australia,AU,false,false,177.0,165.5,12,199,Aust_NG_Mel
184,Nhanda,Australia,-27.0,114.167,nhan1238,nha,Pama-Nyungan,Kardu,,,,,false,Australia-New Guinea,Australia,AU,false,false,98.0,134.167,3,199,Aust_NG_Mel
185,Nyangumarta,Australia,-20.0,121.0,nyan1301,nna,Pama-Nyungan,Marngu,,,,,false,Australia-New Guinea,Australia,AU,false,false,106.0,141.0,260,260,Aust_NG_Mel
186,Nyawaygi,Australia,-18.917,146.0,nyaw1247,nyt,Pama-Nyungan,Dyirbalic,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,898.0,166.0,0,199,Aust_NG_Mel
187,Baagandji,Australia,-32.0,142.533,darl1243,drl,Pama-Nyungan,Baagandji,,,,,false,Australia-New Guinea,Australia,AU,false,false,65.0,162.533,5,199,Aust_NG_Mel
188,Panyjima,Australia,-22.833,119.0,pany1241,pnw,Pama-Nyungan,Pilbara,,,,,false,Australia-New Guinea,Australia,AU,false,false,770.0,139.0,50,199,Aust_NG_Mel
189,Pitjantjatjara,Australia,-26.833,131.0,pitj1243,pjt,Pama-Nyungan,Western Desert,,,,,false,Australia-New Guinea,Australia,AU,false,false,791.0,151.0,2120,2120,Aust_NG_Mel
190,Pitta-Pitta,Australia,-23.5,141.0,pitt1247,pit,Pama-Nyungan,Karnic,,,,,false,Australia-New Guinea,Australia,AU,false,false,164.0,161.0,0,199,Aust_NG_Mel
191,Ritharngu,Australia,-12.833,135.5,rita1239,rit,Pama-Nyungan,Yolngu,South,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,79.0,155.5,94,199,Aust_NG_Mel
192,Kuuk Thaayorre,Australia,-14.0,142.25,thay1249,thd,Pama-Nyungan,West Cape York,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.25,150,150,Aust_NG_Mel
193,Uradhi,Australia,-12.0,142.25,urad1239,urf,Pama-Nyungan,North Cape York,Northern Paman,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.25,0,199,Aust_NG_Mel
194,Wangkumara,Australia,-27.333,143.0,ngur1261,nbx,Pama-Nyungan,Karnic,,,,,false,Australia-New Guinea,Australia,AU,false,false,123.0,163.0,0,199,Aust_NG_Mel
195,Warlpiri,Australia,-20.0,132.333,warl1254,wbp,Pama-Nyungan,Ngumbin-Yapa,,,,,false,Australia-New Guinea,Australia,AU,false,false,314.0,152.333,2670,2670,Aust_NG_Mel
196,Warluwara,Australia,-22.0,139.0,warl1256,wrb,Pama-Nyungan,Ngarna,,,,,false,Australia-New Guinea,Australia,AU,false,false,166.0,159.0,0,199,Aust_NG_Mel
197,Warrgamay,Australia,-18.583,146.167,warr1255,wgy,Pama-Nyungan,Dyirbalic,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,30.0,166.167,3,199,Aust_NG_Mel
198,Warrnambool,Australia,-38.25,142.5,,xxx,Pama-Nyungan,Kulin,,,,,false,Australia-New Guinea,Australia,AU,false,false,66.0,162.5,0,199,Aust_NG_Mel
199,Wathawurrung,Australia,-38.0,144.0,,xxx,Pama-Nyungan,Kulin,,,,,false,Australia-New Guinea,Australia,AU,false,false,166.0,164.0,0,199,Aust_NG_Mel
200,Watjarri,Australia,-28.167,117.25,waja1257,wbv,Pama-Nyungan,Kardu,,,,,false,Australia-New Guinea,Australia,AU,false,false,398.0,137.25,50,199,Aust_NG_Mel
201,Wembawemba,Australia,-36.0,142.0,,xxx,Pama-Nyungan,Kulin,,,,,false,Australia-New Guinea,Australia,AU,false,false,73.0,162.0,0,199,Aust_NG_Mel
202,Wik Mungkan,Australia,-13.667,141.833,wikm1247,wim,Pama-Nyungan,North Cape York,Northern Paman,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,161.833,840,840,Aust_NG_Mel
203,Wik Ngathana,Australia,-13.917,141.5,wikn1245,wig,Pama-Nyungan,North Cape York,Northern Paman,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,161.5,130,130,Aust_NG_Mel
204,Wirangu,Australia,-32.0,134.0,wira1260,wiw,Pama-Nyungan,Wirangu,,,,,false,Australia-New Guinea,Australia,AU,false,false,71.0,154.0,2,199,Aust_NG_Mel
205,Yankuntjatjara,Australia,-27.0,132.0,yank1247,kdd,Pama-Nyungan,Western Desert,,,,,false,Australia-New Guinea,Australia,AU,false,false,491.0,152.0,73,199,Aust_NG_Mel
206,Yanyuwa,Australia,-15.833,136.0,yany1243,jao,Pama-Nyungan,Ngarna,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,95.0,156.0,52,199,Aust_NG_Mel
207,Yaygir,Australia,-29.667,153.0,,xxx,Pama-Nyungan,Central-East,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,173.0,0,199,Aust_NG_Mel
208,Yidiny,Australia,-17.917,146.09,yidi1250,yii,Pama-Nyungan,Yidinic,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,166.133,12,199,Aust_NG_Mel
209,Yindjibarndi,Australia,-21.5,117.0,yind1247,yij,Pama-Nyungan,Pilbara,,,,,false,Australia-New Guinea,Australia,AU,false,false,355.0,137.0,330,330,Aust_NG_Mel
210,Yingkarta,Australia,-24.5,114.833,ying1247,yia,Pama-Nyungan,Kardu,,,,,false,Australia-New Guinea,Australia,AU,false,false,147.0,134.833,5,199,Aust_NG_Mel
211,Yir Yoront,Australia,-14.333,142.25,yiry1245,yiy,Pama-Nyungan,West Cape York,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.25,15,199,Aust_NG_Mel
212,Yuwaalaraay,Australia,-29.5,148.0,gami1243,kld,Pama-Nyungan,Central New South Wales,,,,,false,Australia-New Guinea,Australia,AU,false,false,145.0,168.0,3,199,Aust_NG_Mel
213,Rembarrnga,Australia,-12.833,134.583,remb1249,rmb,Gunwinyku,Bak,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,86.0,154.583,69,199,Aust_NG_Mel
214,Ngan'gityemerri,Australia,-14.25,130.417,nang1259,nam,Southern Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,162.0,150.417,220,220,Aust_NG_Mel
215,Ngankikurungkurr,Australia,-14.0,130.5,nang1259,nam,Southern Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,30.0,150.5,220,220,Aust_NG_Mel
216,Kayardild,Australia,-17.05,139.5,kaya1319,gyd,Tangkic,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,159.5,150,150,Aust_NG_Mel
217,Yukulta,Australia,-17.333,138.833,gang1267,gcd,Tangkic,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,158.833,0,199,Aust_NG_Mel
218,Tiwi,Australia,-11.5,131.0,tiwi1244,tiw,Tiwi,,,,,,true,Australia-New Guinea,Northern Australia,AU,false,false,0.0,151.0,1830,1830,Aust_NG_Mel
219,Warray,Australia,-13.167,131.25,wara1290,wrz,Gunwinyku,West,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,36.0,151.25,0,199,Aust_NG_Mel
220,Djingili,Australia,-17.25,133.833,djin1251,jig,Mirndi,Barkly,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,232.0,153.833,10,199,Aust_NG_Mel
221,Wambaya,Australia,-18.667,135.75,wamb1258,wmb,Mirndi,Barkly,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,207.0,155.75,12,199,Aust_NG_Mel
222,Maranungku,Australia,-13.5,130.0,mara1386,zmr,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,150.0,15,199,Aust_NG_Mel
223,Ughele,Papunesia,-8.5,157.33,ughe1237,uge,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,,,false,SE Asia & Oceania,Pacific,SB,false,false,0.0,177.33,1200,1200,Aust_NG_Mel
224,Maringarr,Australia,-14.25,130.0,mari1419,zmt,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,150.0,30,199,Aust_NG_Mel
225,Marrithiyel,Australia,-13.833,130.0,mari1424,mfr,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,34.0,150.0,25,199,Aust_NG_Mel
226,Kwini,Australia,-14.333,126.75,kwin1241,gww,Wororan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,73.5,146.75,50,199,Aust_NG_Mel
227,Ngarinyin,Australia,-16.5,125.5,ngar1284,ung,Wororan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,681.0,145.5,82,199,Aust_NG_Mel
228,Worora,Australia,-15.667,124.667,west2435,unp,Wororan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,28.0,144.667,20,199,Aust_NG_Mel
229,Wagiman,Australia,-14.0,131.25,wage1238,waq,Wagiman,,,,,,true,Australia-New Guinea,Northern Australia,AU,false,false,50.0,151.25,10,199,Aust_NG_Mel
230,Wardaman,Australia,-15.5,131.0,ward1246,wrr,Yangman,,,,,,true,Australia-New Guinea,Northern Australia,AU,false,false,117.0,151.0,50,199,Aust_NG_Mel
231,Semelai,Eurasia,3.0,102.5,seme1247,sza,Austroasiatic,Aslian,,,,,false,SE Asia & Oceania,Southeast Asia,MY,false,false,50.0,122.5,6418,6418,SEAsiaInsularPacific
232,Temiar,Eurasia,4.833,101.333,temi1246,tea,Austroasiatic,Aslian,,,,,false,SE Asia & Oceania,Southeast Asia,MY,false,false,976.0,121.333,25725,25725,SEAsiaInsularPacific
233,Brao,Eurasia,14.0,107.0,lave1249,brb,Austroasiatic,Bahnaric,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,458.0,127.0,21175,21175,SEAsiaInsularPacific
234,Chrau,Eurasia,10.667,107.5,chra1242,crw,Austroasiatic,Bahnaric,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,192.0,127.5,22600,22600,SEAsiaInsularPacific
235,Cua,Eurasia,15.167,108.667,cuaa1241,cua,Austroasiatic,Bahnaric,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,90.0,128.667,2000,2000,SEAsiaInsularPacific
236,Sapuan,Eurasia,15.333,106.833,sapu1248,spu,Austroasiatic,Bahnaric,,,,,false,SE Asia & Oceania,Southeast Asia,LA,false,false,241.0,126.833,2400,2400,SEAsiaInsularPacific
237,Sedang,Eurasia,14.667,108.0,seda1262,sed,Austroasiatic,Bahnaric,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,1324.0,128.0,101000,101000,SEAsiaInsularPacific
238,Sre,Eurasia,11.5,108.0,koho1244,kpm,Austroasiatic,Bahnaric,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,885.0,128.0,129000,129000,SEAsiaInsularPacific
239,Stieng,Eurasia,12.0,107.0,bulo1242,sti,Austroasiatic,Bahnaric,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,78.0,127.0,6060,6060,SEAsiaInsularPacific
240,Katu,Eurasia,15.833,107.583,east1236,ktv,Austroasiatic,Katuic,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,576.0,127.583,65200,65200,SEAsiaInsularPacific
241,Khasi,Eurasia,26.0,92.0,khas1269,kha,Austroasiatic,Khasic,,,,,false,SE Asia & Oceania,South Asia,IN,false,false,1576.0,112.0,865000,865000,MiddleOldWorld
242,Khmer,Eurasia,12.0,105.0,cent1989,khm,Austroasiatic,Khmer,,,,,false,SE Asia & Oceania,Southeast Asia,KH,false,false,11.0,125.0,12300000,12300000,SEAsiaInsularPacific
243,Mon,Eurasia,15.0,100.0,monn1252,mnw,Austroasiatic,Mon,,,,,false,SE Asia & Oceania,Southeast Asia,TH,false,false,6.0,120.0,108000,108000,SEAsiaInsularPacific
244,Bhumij,Eurasia,21.333,86.5,mund1339,muw,Austroasiatic,Munda,North,,,,false,Eurasia,South Asia,IN,false,false,54.0,106.5,528000,528000,MiddleOldWorld
245,Gadaba,Eurasia,19.0,83.667,pott1240,gdb,Dravidian,Central,,,,,false,Eurasia,South Asia,IN,false,false,205.0,103.667,15000,15000,MiddleOldWorld
246,Ho,Eurasia,22.0,86.0,hooo1248,hoc,Austroasiatic,Munda,North,,,,false,Eurasia,South Asia,IN,false,false,406.0,106.0,1500000,1500000,MiddleOldWorld
247,Kharia,Eurasia,22.5,84.333,khar1287,khr,Austroasiatic,Munda,South,,,,false,Eurasia,South Asia,IN,false,false,386.0,104.333,292000,292000,MiddleOldWorld
248,Korku,Eurasia,24.5,78.5,kork1243,kfq,Austroasiatic,Munda,North,,,,false,Eurasia,South Asia,IN,false,false,708.0,98.5,478000,478000,MiddleOldWorld
249,Mundari,Eurasia,24.0,86.167,mund1320,unr,Austroasiatic,Munda,North,,,,false,Eurasia,South Asia,IN,false,false,593.0,106.167,1022000,1022000,MiddleOldWorld
250,Remo,Eurasia,18.333,82.333,bond1245,bfw,Austroasiatic,Munda,South,,,,false,Eurasia,South Asia,IN,false,false,382.0,102.333,9000,9000,MiddleOldWorld
251,Santali,Eurasia,24.5,87.0,sant1410,sat,Austroasiatic,Munda,North,,,,false,Eurasia,South Asia,IN,false,false,200.0,107.0,6171000,6171000,MiddleOldWorld
252,Sora,Eurasia,20.0,84.333,sora1254,srb,Austroasiatic,Munda,South,,,,false,Eurasia,South Asia,IN,false,false,665.0,104.333,310000,310000,MiddleOldWorld
253,Nancowry,Eurasia,8.0,93.5,cent1990,ncb,Austroasiatic,Nicobar,,,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,0.0,113.5,10100,10100,SEAsiaInsularPacific
254,Car,Eurasia,9.167,92.75,carn1240,caq,Austroasiatic,Nicobar,,,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,0.0,112.75,37000,37000,SEAsiaInsularPacific
255,Khmu,Eurasia,19.0,100.75,khmu1256,kjg,Austroasiatic,Khmuic,,,,,false,SE Asia & Oceania,Southeast Asia,TH,false,false,986.0,120.75,31400,31400,SEAsiaInsularPacific
256,Mlabri,Eurasia,18.833,101.0,mlab1235,mra,Austroasiatic,Mlabri,,,,,false,SE Asia & Oceania,Southeast Asia,TH,false,false,599.0,121.0,324,324,SEAsiaInsularPacific
257,Palaung,Eurasia,22.667,96.667,broo1239,plw,Austroasiatic,Palaungic,,,,,false,SE Asia & Oceania,Southeast Asia,MM,false,false,1036.0,116.667,402900,402900,SEAsiaInsularPacific
258,Vietnamese,Eurasia,21.5,106.0,viet1252,vie,Austroasiatic,Vietic,,,,,false,SE Asia & Oceania,Southeast Asia,VN,false,false,0.0,126.0,65800000,65800000,MiddleOldWorld
259,Atayal,Papunesia,24.5,121.0,atay1247,tay,Austronesian,Atayalic,,,,,false,SE Asia & Oceania,Southeast Asia,TW,false,false,2133.0,141.0,50,84300,SEAsiaInsularPacific
260,Seediq,Papunesia,24.167,121.417,taro1264,trv,Austronesian,Atayalic,,,,,false,SE Asia & Oceania,Southeast Asia,TW,false,false,1447.0,141.417,20000,20000,SEAsiaInsularPacific
261,Kadazan,Papunesia,5.917,117.167,coas1294,kzj,Austronesian,Malayo-Polynesian,North Borneo,,,,false,SE Asia & Oceania,Southeast Asia,MY,false,false,567.0,137.167,60000,60000,SEAsiaInsularPacific
262,Maanyan,Papunesia,-2.0,115.0,maan1238,mhy,Austronesian,Malayo-Polynesian,Barito,,,,false,SE Asia & Oceania,Southeast Asia,ID,false,false,28.0,135.0,150000,150000,SEAsiaInsularPacific
263,Malagasy,Africa,-20.0,47.0,bara1369,bhr,Austronesian,Malayo-Polynesian,Barito,,,,false,SE Asia & Oceania,Southern Africa,MG,false,false,0.0,67.0,14736900,14736900,Africa_SubSaharan
264,Tatana,Papunesia,5.5,115.5,tata1257,txx,Austronesian,Malayo-Polynesian,North Borneo,,,,false,SE Asia & Oceania,Southeast Asia,MY,false,false,22.0,135.5,5500,5500,SEAsiaInsularPacific
265,Timugon,Papunesia,5.0,116.0,timu1262,tih,Austronesian,Malayo-Polynesian,North Borneo,,,,false,SE Asia & Oceania,Southeast Asia,MY,false,false,582.0,136.0,7000,7000,SEAsiaInsularPacific
266,Alune,Papunesia,-3.167,128.333,alun1238,alp,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,521.0,148.333,17200,17200,SEAsiaInsularPacific
267,Buru,Papunesia,-3.5,126.5,buru1303,mhs,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,599.0,143.167,33000,33000,SEAsiaInsularPacific
268,Kambera,Papunesia,-9.833,120.5,kamb1299,xbr,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Sumba,,,false,SE Asia & Oceania,Pacific,ID,false,false,197.0,140.5,235000,235000,SEAsiaInsularPacific
269,Lamaholot,Papunesia,-8.25,123.0,lama1277,slp,Austronesian,Malayo-Polynesian,Timoric,,,,false,SE Asia & Oceania,Pacific,ID,false,false,700.0,143.0,150000,150000,SEAsiaInsularPacific
270,Larike,Papunesia,-3.783,127.917,lari1255,alo,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,147.917,12600,12600,SEAsiaInsularPacific
271,Leti,Papunesia,-8.167,128.167,leti1246,lti,Austronesian,Malayo-Polynesian,Southeast Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,148.167,7500,7500,SEAsiaInsularPacific
272,Selaru,Papunesia,-8.25,130.917,sela1259,slu,Austronesian,Malayo-Polynesian,Southeast Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,150.917,8000,8000,SEAsiaInsularPacific
273,Manggarai,Papunesia,-8.667,120.333,mang1405,mqy,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Flores,,,false,SE Asia & Oceania,Pacific,ID,false,false,985.0,140.333,500000,500000,SEAsiaInsularPacific
274,Ngadha,Papunesia,-8.833,121.0,ngad1261,nxg,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Flores,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,141.0,60000,60000,SEAsiaInsularPacific
275,Nuaulu,Papunesia,-3.25,129.083,sout2895,nxl,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,135.0,149.083,2000,2000,SEAsiaInsularPacific
276,Palue,Papunesia,-8.333,121.75,palu1252,ple,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Flores,,,false,SE Asia & Oceania,Pacific,ID,false,false,350.0,141.75,10000,10000,SEAsiaInsularPacific
277,Paulohi,Papunesia,-3.3,128.8,paul1238,plh,Austronesian,Malayo-Polynesian,Central Maluku,,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,148.8,50,50,SEAsiaInsularPacific
278,Sawu,Papunesia,-10.5,122.0,sabu1255,hvn,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Sawu,,,false,SE Asia & Oceania,Pacific,ID,false,false,0.0,142.0,110000,110000,SEAsiaInsularPacific
279,Tetun,Papunesia,-9.333,125.083,tetu1245,tet,Austronesian,Malayo-Polynesian,Timoric,,,,false,SE Asia & Oceania,Pacific,ID,false,false,92.0,145.083,450000,450000,SEAsiaInsularPacific
